humanReadable,scannable,aisle,bay,tier,position,pickPathModifier,img
W2 AF 41 B 1,W2AF41B1,AF,41,B,1,51,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AF 41 C 1,W2AF41C1,AF,41,C,1,52,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AF 41 D 1,W2AF41D1,AF,41,D,1,53,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AF 42 A 1,W2AF42A1,AF,42,A,1,51,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AF 42 B 1,W2AF42B1,AF,42,B,1,52,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AF 42 C 1,W2AF42C1,AF,42,C,1,53,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AF 42 D 1,W2AF42D1,AF,42,D,1,54,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AF 43 A 1,W2AF43A1,AF,43,A,1,52,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AF 43 B 1,W2AF43B1,AF,43,B,1,53,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AF 43 C 1,W2AF43C1,AF,43,C,1,54,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AF 43 D 1,W2AF43D1,AF,43,D,1,55,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AF 44 A 1,W2AF44A1,AF,44,A,1,53,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AF 44 B 1,W2AF44B1,AF,44,B,1,54,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AF 44 C 1,W2AF44C1,AF,44,C,1,55,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AF 44 D 1,W2AF44D1,AF,44,D,1,56,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AF 45 A 1,W2AF45A1,AF,45,A,1,54,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AF 45 B 1,W2AF45B1,AF,45,B,1,55,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AF 45 C 1,W2AF45C1,AF,45,C,1,56,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AF 45 D 1,W2AF45D1,AF,45,D,1,57,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AF 46 A 1,W2AF46A1,AF,46,A,1,55,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AF 46 B 1,W2AF46B1,AF,46,B,1,56,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AF 46 C 1,W2AF46C1,AF,46,C,1,57,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AF 46 D 1,W2AF46D1,AF,46,D,1,58,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AF 47 A 1,W2AF47A1,AF,47,A,1,56,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AF 47 B 1,W2AF47B1,AF,47,B,1,57,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AF 47 C 1,W2AF47C1,AF,47,C,1,58,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AF 47 D 1,W2AF47D1,AF,47,D,1,59,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AF 48 A 1,W2AF48A1,AF,48,A,1,57,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AF 48 B 1,W2AF48B1,AF,48,B,1,58,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AF 48 C 1,W2AF48C1,AF,48,C,1,59,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AF 48 D 1,W2AF48D1,AF,48,D,1,60,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 13 A 1,W2AG13A1,AG,13,A,1,23,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 13 B 1,W2AG13B1,AG,13,B,1,24,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 13 C 1,W2AG13C1,AG,13,C,1,25,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 13 D 1,W2AG13D1,AG,13,D,1,26,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 14 A 1,W2AG14A1,AG,14,A,1,24,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 14 B 1,W2AG14B1,AG,14,B,1,25,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 14 C 1,W2AG14C1,AG,14,C,1,26,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 14 D 1,W2AG14D1,AG,14,D,1,27,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 15 A 1,W2AG15A1,AG,15,A,1,25,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 15 B 1,W2AG15B1,AG,15,B,1,26,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 15 C 1,W2AG15C1,AG,15,C,1,27,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 15 D 1,W2AG15D1,AG,15,D,1,28,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 16 A 1,W2AG16A1,AG,16,A,1,26,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 16 B 1,W2AG16B1,AG,16,B,1,27,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 16 C 1,W2AG16C1,AG,16,C,1,28,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 16 D 1,W2AG16D1,AG,16,D,1,29,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 17 A 1,W2AG17A1,AG,17,A,1,27,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 17 B 1,W2AG17B1,AG,17,B,1,28,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 17 C 1,W2AG17C1,AG,17,C,1,29,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 17 D 1,W2AG17D1,AG,17,D,1,30,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 18 A 1,W2AG18A1,AG,18,A,1,28,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 18 B 1,W2AG18B1,AG,18,B,1,29,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 18 C 1,W2AG18C1,AG,18,C,1,30,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 18 D 1,W2AG18D1,AG,18,D,1,31,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 19 A 1,W2AG19A1,AG,19,A,1,29,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 19 B 1,W2AG19B1,AG,19,B,1,30,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 19 C 1,W2AG19C1,AG,19,C,1,31,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 19 D 1,W2AG19D1,AG,19,D,1,32,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 20 A 1,W2AG20A1,AG,20,A,1,30,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 20 B 1,W2AG20B1,AG,20,B,1,31,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 20 C 1,W2AG20C1,AG,20,C,1,32,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 20 D 1,W2AG20D1,AG,20,D,1,33,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 21 A 1,W2AG21A1,AG,21,A,1,31,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 21 B 1,W2AG21B1,AG,21,B,1,32,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 21 C 1,W2AG21C1,AG,21,C,1,33,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 21 D 1,W2AG21D1,AG,21,D,1,34,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 22 A 1,W2AG22A1,AG,22,A,1,32,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 22 B 1,W2AG22B1,AG,22,B,1,33,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 22 C 1,W2AG22C1,AG,22,C,1,34,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 22 D 1,W2AG22D1,AG,22,D,1,35,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 23 A 1,W2AG23A1,AG,23,A,1,33,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 23 B 1,W2AG23B1,AG,23,B,1,34,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 23 C 1,W2AG23C1,AG,23,C,1,35,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 23 D 1,W2AG23D1,AG,23,D,1,36,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 24 A 1,W2AG24A1,AG,24,A,1,34,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 24 B 1,W2AG24B1,AG,24,B,1,35,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 24 C 1,W2AG24C1,AG,24,C,1,36,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 24 D 1,W2AG24D1,AG,24,D,1,37,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 25 A 1,W2AG25A1,AG,25,A,1,35,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 25 B 1,W2AG25B1,AG,25,B,1,36,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 25 C 1,W2AG25C1,AG,25,C,1,37,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 25 D 1,W2AG25D1,AG,25,D,1,38,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 26 A 1,W2AG26A1,AG,26,A,1,36,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 26 B 1,W2AG26B1,AG,26,B,1,37,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 26 C 1,W2AG26C1,AG,26,C,1,38,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 26 D 1,W2AG26D1,AG,26,D,1,39,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 27 A 1,W2AG27A1,AG,27,A,1,37,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 27 B 1,W2AG27B1,AG,27,B,1,38,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 27 C 1,W2AG27C1,AG,27,C,1,39,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 27 D 1,W2AG27D1,AG,27,D,1,40,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 28 A 1,W2AG28A1,AG,28,A,1,38,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 28 B 1,W2AG28B1,AG,28,B,1,39,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 28 C 1,W2AG28C1,AG,28,C,1,40,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 28 D 1,W2AG28D1,AG,28,D,1,41,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 29 A 1,W2AG29A1,AG,29,A,1,39,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 29 B 1,W2AG29B1,AG,29,B,1,40,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 29 C 1,W2AG29C1,AG,29,C,1,41,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 29 D 1,W2AG29D1,AG,29,D,1,42,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 30 A 1,W2AG30A1,AG,30,A,1,40,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 30 B 1,W2AG30B1,AG,30,B,1,41,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 30 C 1,W2AG30C1,AG,30,C,1,42,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 30 D 1,W2AG30D1,AG,30,D,1,43,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 31 A 1,W2AG31A1,AG,31,A,1,41,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 31 B 1,W2AG31B1,AG,31,B,1,42,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 31 C 1,W2AG31C1,AG,31,C,1,43,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 31 D 1,W2AG31D1,AG,31,D,1,44,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 32 A 1,W2AG32A1,AG,32,A,1,42,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 32 B 1,W2AG32B1,AG,32,B,1,43,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 32 C 1,W2AG32C1,AG,32,C,1,44,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 32 D 1,W2AG32D1,AG,32,D,1,45,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 33 A 1,W2AG33A1,AG,33,A,1,43,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 33 B 1,W2AG33B1,AG,33,B,1,44,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 33 C 1,W2AG33C1,AG,33,C,1,45,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 33 D 1,W2AG33D1,AG,33,D,1,46,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 34 A 1,W2AG34A1,AG,34,A,1,44,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 34 B 1,W2AG34B1,AG,34,B,1,45,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 34 C 1,W2AG34C1,AG,34,C,1,46,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 34 D 1,W2AG34D1,AG,34,D,1,47,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 35 A 1,W2AG35A1,AG,35,A,1,45,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 35 B 1,W2AG35B1,AG,35,B,1,46,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 35 C 1,W2AG35C1,AG,35,C,1,47,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 35 D 1,W2AG35D1,AG,35,D,1,48,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 36 A 1,W2AG36A1,AG,36,A,1,46,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 36 B 1,W2AG36B1,AG,36,B,1,47,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 36 C 1,W2AG36C1,AG,36,C,1,48,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 36 D 1,W2AG36D1,AG,36,D,1,49,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 37 A 1,W2AG37A1,AG,37,A,1,47,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 37 B 1,W2AG37B1,AG,37,B,1,48,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 37 C 1,W2AG37C1,AG,37,C,1,49,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 37 D 1,W2AG37D1,AG,37,D,1,50,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 38 A 1,W2AG38A1,AG,38,A,1,48,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 38 B 1,W2AG38B1,AG,38,B,1,49,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 38 C 1,W2AG38C1,AG,38,C,1,50,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 38 D 1,W2AG38D1,AG,38,D,1,51,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 39 A 1,W2AG39A1,AG,39,A,1,49,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 39 B 1,W2AG39B1,AG,39,B,1,50,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 39 C 1,W2AG39C1,AG,39,C,1,51,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 39 D 1,W2AG39D1,AG,39,D,1,52,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 40 A 1,W2AG40A1,AG,40,A,1,50,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 40 B 1,W2AG40B1,AG,40,B,1,51,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 40 C 1,W2AG40C1,AG,40,C,1,52,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 40 D 1,W2AG40D1,AG,40,D,1,53,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 41 A 1,W2AG41A1,AG,41,A,1,51,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 41 B 1,W2AG41B1,AG,41,B,1,52,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 41 C 1,W2AG41C1,AG,41,C,1,53,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 41 D 1,W2AG41D1,AG,41,D,1,54,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 42 A 1,W2AG42A1,AG,42,A,1,52,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 42 B 1,W2AG42B1,AG,42,B,1,53,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 42 C 1,W2AG42C1,AG,42,C,1,54,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 42 D 1,W2AG42D1,AG,42,D,1,55,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 43 A 1,W2AG43A1,AG,43,A,1,53,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 43 B 1,W2AG43B1,AG,43,B,1,54,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 43 C 1,W2AG43C1,AG,43,C,1,55,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 43 D 1,W2AG43D1,AG,43,D,1,56,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 44 A 1,W2AG44A1,AG,44,A,1,54,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 44 B 1,W2AG44B1,AG,44,B,1,55,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 44 C 1,W2AG44C1,AG,44,C,1,56,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 44 D 1,W2AG44D1,AG,44,D,1,57,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 45 A 1,W2AG45A1,AG,45,A,1,55,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 45 B 1,W2AG45B1,AG,45,B,1,56,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 45 C 1,W2AG45C1,AG,45,C,1,57,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 45 D 1,W2AG45D1,AG,45,D,1,58,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 46 A 1,W2AG46A1,AG,46,A,1,56,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 46 B 1,W2AG46B1,AG,46,B,1,57,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 46 C 1,W2AG46C1,AG,46,C,1,58,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 46 D 1,W2AG46D1,AG,46,D,1,59,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 47 A 1,W2AG47A1,AG,47,A,1,57,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 47 B 1,W2AG47B1,AG,47,B,1,58,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 47 C 1,W2AG47C1,AG,47,C,1,59,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 47 D 1,W2AG47D1,AG,47,D,1,60,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AG 48 A 1,W2AG48A1,AG,48,A,1,58,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AG 48 B 1,W2AG48B1,AG,48,B,1,59,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AG 48 C 1,W2AG48C1,AG,48,C,1,60,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AG 48 D 1,W2AG48D1,AG,48,D,1,61,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LA 01 A 1,W2LA01A1,LA,1,A,1,16,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LA 01 B 1,W2LA01B1,LA,1,B,1,17,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LA 01 C 1,W2LA01C1,LA,1,C,1,18,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LA 01 D 1,W2LA01D1,LA,1,D,1,19,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LA 02 A 1,W2LA02A1,LA,2,A,1,17,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LA 02 B 1,W2LA02B1,LA,2,B,1,18,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LA 02 C 1,W2LA02C1,LA,2,C,1,19,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LA 02 D 1,W2LA02D1,LA,2,D,1,20,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LB 01 A 1,W2LB01A1,LB,1,A,1,17,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LB 01 B 1,W2LB01B1,LB,1,B,1,18,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LB 01 C 1,W2LB01C1,LB,1,C,1,19,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LB 01 D 1,W2LB01D1,LB,1,D,1,20,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LB 02 A 1,W2LB02A1,LB,2,A,1,18,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LB 02 B 1,W2LB02B1,LB,2,B,1,19,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LB 02 C 1,W2LB02C1,LB,2,C,1,20,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LB 02 D 1,W2LB02D1,LB,2,D,1,21,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LC 01 A 1,W2LC01A1,LC,1,A,1,18,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LC 01 B 1,W2LC01B1,LC,1,B,1,19,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LC 01 C 1,W2LC01C1,LC,1,C,1,20,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LC 01 D 1,W2LC01D1,LC,1,D,1,21,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LC 02 A 1,W2LC02A1,LC,2,A,1,19,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LC 02 B 1,W2LC02B1,LC,2,B,1,20,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LC 02 C 1,W2LC02C1,LC,2,C,1,21,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LC 02 D 1,W2LC02D1,LC,2,D,1,22,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LD 01 A 1,W2LD01A1,LD,1,A,1,19,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LD 01 B 1,W2LD01B1,LD,1,B,1,20,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LD 01 C 1,W2LD01C1,LD,1,C,1,21,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LD 01 D 1,W2LD01D1,LD,1,D,1,22,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LD 02 A 1,W2LD02A1,LD,2,A,1,20,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LD 02 B 1,W2LD02B1,LD,2,B,1,21,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LD 02 C 1,W2LD02C1,LD,2,C,1,22,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LD 02 D 1,W2LD02D1,LD,2,D,1,23,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LE 01 A 1,W2LE01A1,LE,1,A,1,20,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LE 01 B 1,W2LE01B1,LE,1,B,1,21,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LE 01 C 1,W2LE01C1,LE,1,C,1,22,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LE 01 D 1,W2LE01D1,LE,1,D,1,23,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LE 02 A 1,W2LE02A1,LE,2,A,1,21,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LE 02 B 1,W2LE02B1,LE,2,B,1,22,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LE 02 C 1,W2LE02C1,LE,2,C,1,23,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LE 02 D 1,W2LE02D1,LE,2,D,1,24,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LF 01 A 1,W2LF01A1,LF,1,A,1,21,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LF 01 B 1,W2LF01B1,LF,1,B,1,22,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LF 01 C 1,W2LF01C1,LF,1,C,1,23,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LF 01 D 1,W2LF01D1,LF,1,D,1,24,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LF 02 A 1,W2LF02A1,LF,2,A,1,22,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LF 02 B 1,W2LF02B1,LF,2,B,1,23,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LF 02 C 1,W2LF02C1,LF,2,C,1,24,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LF 02 D 1,W2LF02D1,LF,2,D,1,25,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LG 01 A 1,W2LG01A1,LG,1,A,1,22,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LG 01 B 1,W2LG01B1,LG,1,B,1,23,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LG 01 C 1,W2LG01C1,LG,1,C,1,24,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LG 01 D 1,W2LG01D1,LG,1,D,1,25,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LG 02 A 1,W2LG02A1,LG,2,A,1,23,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LG 02 B 1,W2LG02B1,LG,2,B,1,24,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LG 02 C 1,W2LG02C1,LG,2,C,1,25,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LG 02 D 1,W2LG02D1,LG,2,D,1,26,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LH 01 A 1,W2LH01A1,LH,1,A,1,23,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LH 01 B 1,W2LH01B1,LH,1,B,1,24,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LH 01 C 1,W2LH01C1,LH,1,C,1,25,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LH 01 D 1,W2LH01D1,LH,1,D,1,26,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LH 02 A 1,W2LH02A1,LH,2,A,1,24,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LH 02 B 1,W2LH02B1,LH,2,B,1,25,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LH 02 C 1,W2LH02C1,LH,2,C,1,26,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LH 02 D 1,W2LH02D1,LH,2,D,1,27,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LI 01 A 1,W2LI01A1,LI,1,A,1,24,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LI 01 B 1,W2LI01B1,LI,1,B,1,25,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 LI 01 C 1,W2LI01C1,LI,1,C,1,26,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 LI 01 D 1,W2LI01D1,LI,1,D,1,27,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 LI 02 A 1,W2LI02A1,LI,2,A,1,25,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 LI 02 B 1,W2LI02B1,LI,2,B,1,26,C:\Users\ironman\Desktop\svgtopng\B1.png
